STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-10-31,9.17,0.04,0,0,,87,78,397
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-01,8.5,0.02,0,0,,88,78,537
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-02,10.07,0.29,0,0,,87,79,115
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-03,16.11,0.05,0,0,,90,79,355
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-04,16.11,0.18,0,0,,88,76,382
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-05,15.21,1.76,0,0,,88,75,197
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-06,12.3,0.07,0,0,,89,78,297
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-07,23.94,1.71,0,0,,82,76,0
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-08,36.69,2.25,0,0,,82,74,6
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-09,19.24,1.4,0,0,,84,75,15
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-10,11.18,0.01,0,0,,86,78,307
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-11,11.63,0.12,0,0,,87,76,393
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-12,9.84,0,0,0,,85,76,637
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-13,6.49,0.02,0,0,,87,75,232
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-14,9.17,0,0,0,,87,80,304
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-15,11.63,0.25,0,0,,88,75,474
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-16,12.75,0.01,0,0,,88,76,538
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-17,14.99,0.25,0,0,,87,78,489
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-18,12.3,1.2,0,0,,83,75,12
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-19,12.3,0.14,0,0,,87,75,548
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-20,14.32,1.2,0,0,,87,75,431
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-21,17.22,0.36,0,0,,85,77,160
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-22,18.12,0.45,0,0,,86,76,96
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-23,15.88,0.71,0,0,,83,76,63
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-24,16.11,1.25,0,0,,83,74,53
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-25,10.74,1.51,0,0,,80,75,0
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-26,12.08,0.2,0,0,,86,76,505
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-27,8.5,0.01,0,0,,85,77,359
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-28,7.61,0.09,0,0,,85,78,255
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-29,6.26,0.46,0,0,,85,77,61
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-11-30,9.17,0.08,0,0,,86,77,449
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-01,8.95,0.05,0,0,,87,79,385
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-02,10.07,0,0,0,,86,76,352
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-03,14.76,0.06,0,0,,87,78,360
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-04,14.54,0.07,0,0,,86,78,419
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-05,14.32,0.14,0,0,,87,77,482
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-06,10.96,0,0,0,,86,76,530
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-07,10.51,0,0,0,,87,76,548
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-08,14.09,0.04,0,0,,87,77,470
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-09,14.32,0.06,0,0,,87,78,219
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-10,11.41,0,0,0,,87,76,493
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-11,10.07,0.07,0,0,,86,74,303
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-12,13.42,0.08,0,0,,87,73,331
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-13,14.09,0.1,0,0,,85,78,203
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-14,16.78,0.01,0,0,,86,77,397
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-15,12.08,0.09,0,0,,87,77,419
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-16,12.3,0.25,0,0,,86,75,298
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-17,15.88,0.06,0,0,,86,76,285
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-18,15.21,0.3,0,0,,86,78,329
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-19,18.57,0,0,0,,86,78,265
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-20,19.24,0,0,0,,86,79,180
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-21,16.55,0.06,0,0,,83,75,14
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-22,19.91,1.34,0,0,,87,76,104
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-23,16.78,1.44,0,0,,83,76,4
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-24,19.24,0.46,0,0,,85,77,286
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-25,20.13,1.03,0,0,,83,74,11
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-26,20.58,0.53,0,0,,82,75,8
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-27,22.37,0.02,0,0,,86,80,113
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-28,19.91,0.11,0,0,,87,80,210
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-29,13.87,0.06,0,0,,84,77,187
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-30,8.95,0.11,0,0,,84,78,325
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1996-12-31,4.47,0.76,0,0,,82,76,19
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-01,9.17,0.08,0,0,,86,78,240
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-02,4.7,0,0,0,,86,74,328
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-03,4.7,0,0,0,,86,74,466
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-04,8.95,0.04,0,0,,86,75,281
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-05,11.86,0.03,0,0,,87,78,385
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-06,14.32,0,0,0,,87,77,429
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-07,13.2,0,0,0,,84,78,138
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-08,10.07,0,0,0,,86,75,209
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-09,7.38,0,0,0,,87,77,500
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-10,7.61,0,0,0,,88,75,441
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-11,10.07,0,0,0,,85,77,375
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-12,10.51,0,0,0,,86,77,85
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-13,7.83,1.27,0,0,,81,73,8
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-14,9.4,0.21,0,0,,86,76,337
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-15,8.95,0.36,0,0,,85,73,341
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-16,11.63,0.23,0,0,,85,74,161
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-17,13.2,0.91,0,0,,83,75,117
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-18,15.88,0,0,0,,84,71,367
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-19,15.88,0,0,0,,85,75,283
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-20,14.54,0.09,0,0,,80,75,7
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-21,14.99,0.3,0,0,,86,76,342
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-22,9.17,0.09,0,0,,84,77,338
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-23,7.61,0.11,0,0,,83,75,216
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-24,12.53,0.76,0,0,,86,77,315
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-25,5.82,0.03,0,0,,86,76,346
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-26,3.8,0.47,0,0,,84,74,210
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-27,9.84,0.49,0,0,,86,75,318
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-28,10.51,1.63,0,0,,80,76,38
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-29,7.83,0.5,0,0,,86,76,384
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-30,10.51,0,0,0,,86,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-01-31,14.54,0,0,0,,83,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-01,14.32,0,0,0,,86,77,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-02,15.88,0.02,0,0,,83,77,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-03,13.2,0.34,0,0,,84,77,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-04,11.86,0.07,0,0,,86,78,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-05,13.65,0,0,0,,87,78,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-06,12.3,0,0,0,,86,78,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-07,11.63,0.14,0,0,,86,77,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-08,14.09,0.03,0,0,,87,78,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-09,12.75,0,0,0,,85,77,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-10,10.96,0,0,0,,87,77,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-11,10.96,0,0,0,,87,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-12,12.75,0.08,0,0,,86,78,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-13,15.66,0,0,0,,87,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-14,15.88,0.39,0,0,,87,77,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-15,18.34,0,0,0,,87,77,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-16,18.34,0.12,0,0,,87,79,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-17,15.43,0.01,0,0,,87,79,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-18,13.2,0.01,0,0,,88,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-19,14.09,0.66,0,0,,87,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-20,13.2,0.04,0,0,,83,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-21,12.97,0,0,0,,86,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-22,12.97,0,0,0,,86,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-23,16.78,0.04,0,0,,83,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-24,17.45,0.18,0,0,,79,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-25,18.57,0.02,0,0,,82,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-26,19.91,0.14,0,0,,85,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-27,18.34,0.07,0,0,,86,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-02-28,18.79,0.03,0,0,,87,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-01,17,0.04,0,0,,86,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-02,18.57,0.02,0,0,,86,78,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-03,16.78,0.01,0,0,,86,77,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-04,15.21,0,0,0,,87,77,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-05,13.2,0.16,0,0,,81,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-06,16.11,0.04,0,0,,86,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-07,9.84,0.06,0,0,,87,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-08,12.3,0.1,0,0,,86,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-09,11.86,0.01,0,0,,86,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-10,14.99,0.02,0,0,,86,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-11,14.09,0,0,0,,87,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-12,13.87,0,0,0,,88,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-13,15.43,0.1,0,0,,86,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-14,14.99,0.15,0,0,,84,72,611
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-15,13.87,0,0,0,,87,74,601
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-16,11.63,0.11,0,0,,85,71,309
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-17,12.08,0.05,0,0,,85,70,636
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-18,11.41,0.37,0,0,,86,74,235
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-19,12.08,0,0,0,,86,73,655
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-20,11.86,0,0,0,,86,74,394
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-21,10.07,0,0,0,,86,72,537
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-22,9.4,0,0,0,,87,70,702
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-23,9.62,0,0,0,,87,70,580
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-24,10.74,0.08,0,0,,87,75,262
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-25,13.87,0.01,0,0,,87,76,174
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-26,12.08,0.24,0,0,,88,75,506
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-27,10.96,0,0,0,,88,76,624
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-28,13.65,0,0,0,,87,77,649
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-29,14.76,0,0,0,,87,78,618
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-30,14.76,0.09,0,0,,86,75,442
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-03-31,15.43,0,0,0,,88,78,586
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-01,14.32,0.34,0,0,,87,73,524
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-02,16.78,0.23,0,0,,87,77,523
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-03,15.43,0.05,0,0,,86,77,560
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-04,14.32,0.08,0,0,,88,76,587
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-05,14.32,0.01,0,0,,87,77,558
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-06,14.54,0.1,0,0,,88,78,553
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-07,13.42,0.32,0,0,,87,76,554
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-08,12.3,0.13,0,0,,88,78,619
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-09,12.53,0.01,0,0,,88,77,688
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-10,12.3,0,0,0,,89,77,648
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-11,10.29,0,0,0,,88,74,578
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-12,10.74,0,0,0,,89,74,586
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-13,8.5,0,0,0,,84,71,337
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-14,12.08,0.19,0,0,,88,76,424
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-15,14.54,0,0,0,,88,75,558
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-16,18.12,0.39,0,0,,86,76,136
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-17,24.38,6.36,0,0,,83,73,52
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-18,20.13,0.12,0,0,,87,74,214
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-19,17.45,0.22,0,0,,85,79,440
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-20,13.2,0.03,0,0,,86,77,417
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-21,11.41,0.35,0,0,,85,75,441
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-22,5.37,0,0,0,,87,73,339
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-23,7.38,0,0,0,,87,73,601
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-24,6.93,0,0,0,,86,76,603
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-25,8.72,0,0,0,,87,75,420
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-26,12.08,0.02,0,0,,88,77,526
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-27,14.99,0,0,0,,88,77,512
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-28,16.33,0.02,0,0,,87,78,246
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-29,15.21,1.2,0,0,,82,77,6
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-04-30,15.88,0,0,0,,87,79,672
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-01,12.53,0.17,0,0,,88,77,624
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-02,13.2,0,0,0,,88,78,551
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-03,11.86,0.04,0,0,,88,76,619
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-04,15.88,0.02,0,0,,88,79,602
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-05,14.32,0.24,0,0,,85,78,437
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-06,11.63,0.06,0,0,,87,76,588
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-07,13.42,0.27,0,0,,87,77,532
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-08,14.09,0.17,0,0,,88,77,595
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-09,12.97,0.11,0,0,,87,78,610
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-10,10.74,0,0,0,,88,75,602
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-11,11.41,0,0,0,,85,74,277
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-12,8.28,0,0,0,,86,73,691
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-13,7.83,0,0,0,,86,74,607
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-14,7.61,0,0,0,,86,73,470
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-15,8.5,0,0,0,,87,77,732
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-16,7.83,0,0,0,,90,79,557
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-17,8.5,0,0,0,,88,77,685
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-18,9.84,0.07,0,0,,89,78,614
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-19,10.29,0.01,0,0,,90,78,635
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-20,9.62,0,0,0,,89,79,667
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-21,9.4,0.18,0,0,,86,75,496
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-22,10.07,0,0,0,,89,78,653
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-23,10.07,0.01,0,0,,91,77,578
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-24,8.72,0,0,0,,90,76,639
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-25,8.28,0.02,0,0,,90,73,690
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-26,8.05,0,0,0,,89,75,581
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-27,6.49,0,0,0,,90,75,676
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-28,5.14,0,0,0,,89,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-29,6.49,0,0,0,,91,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-30,8.5,0.02,0,0,,92,79,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-05-31,11.18,0,0,0,,91,79,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-06-01,8.5,0,0,0,,90,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-06-02,9.4,0.26,0,0,,88,77,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-06-03,7.61,0,0,0,,90,78,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-06-04,5.82,0.2,0,0,,89,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-06-05,8.5,0,0,0,,91,78,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-06-06,9.62,0.2,0,0,,90,79,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-06-07,5.37,0,0,0,,90,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-06-08,6.04,0.33,0,0,,88,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-06-09,10.29,0.16,0,0,,90,80,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-06-10,9.84,0,0,0,,89,79,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-06-11,8.72,0.01,0,0,,90,79,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-06-12,6.71,0.15,0,0,,88,77,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-06-13,11.63,0.8,0,0,,88,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-06-14,8.95,1.53,0,0,,86,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-06-15,8.95,0.1,0,0,,88,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-06-16,10.74,0.54,0,0,,83,77,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-06-17,12.53,0.1,0,0,,86,78,399
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-06-18,12.3,0.35,0,0,,85,78,96
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-06-19,12.08,0.51,0,0,,82,76,0
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-06-20,14.54,0.48,0,0,,86,77,380
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-06-21,11.18,1,0,0,,84,75,320
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-06-22,7.61,0.05,0,0,,86,74,458
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1997-06-23,5.37,0,0,0,,88,72,471
